1000 1000 0.640000 0.400000 0.140000 0.050000    0.0288    0.0204    0.0307    0.0049
1000 1000 0.650000 0.400000 0.140000 0.050000    0.0294    0.0208    0.0330    0.0047
1000 1000 0.660000 0.400000 0.140000 0.050000    0.0297    0.0201    0.0329    0.0045
1000 1000 0.670000 0.400000 0.140000 0.050000    0.0298    0.0213    0.0342    0.0047
1000 1000 0.680000 0.400000 0.140000 0.050000    0.0311    0.0206    0.0363    0.0045
1000 1000 0.690000 0.400000 0.140000 0.050000    0.0299    0.0216    0.0359    0.0044
1000 1000 0.700000 0.400000 0.140000 0.050000    0.0328    0.0212    0.0378    0.0046
1000 1000 0.710000 0.400000 0.140000 0.050000    0.0325    0.0219    0.0391    0.0047
1000 1000 0.720000 0.400000 0.140000 0.050000    0.0328    0.0213    0.0389    0.0047
1000 1000 0.730000 0.400000 0.140000 0.050000    0.0346    0.0198    0.0409    0.0047
1000 1000 0.740000 0.400000 0.140000 0.050000    0.0351    0.0204    0.0428    0.0046
1000 1000 0.750000 0.400000 0.140000 0.050000    0.0357    0.0220    0.0443    0.0045
1000 1000 0.760000 0.400000 0.140000 0.050000    0.0364    0.0213    0.0436    0.0043
1000 1000 0.770000 0.400000 0.140000 0.050000    0.0376    0.0212    0.0457    0.0044
1000 1000 0.780000 0.400000 0.140000 0.050000    0.0399    0.0209    0.0481    0.0044
1000 1000 0.790000 0.400000 0.140000 0.050000    0.0401    0.0216    0.0494    0.0044
1000 1000 0.800000 0.400000 0.140000 0.050000    0.0399    0.0210    0.0507    0.0044
1000 1000 0.810000 0.400000 0.140000 0.050000    0.0427    0.0214    0.0537    0.0042
1000 1000 0.820000 0.400000 0.140000 0.050000    0.0419    0.0202    0.0535    0.0043
1000 1000 0.830000 0.400000 0.140000 0.050000    0.0450    0.0202    0.0557    0.0042
1000 1000 0.840000 0.400000 0.140000 0.050000    0.0466    0.0206    0.0583    0.0042
1000 1000 0.850000 0.400000 0.140000 0.050000    0.0480    0.0199    0.0587    0.0043
1000 1000 0.860000 0.400000 0.140000 0.050000    0.0472    0.0202    0.0601    0.0042
1000 1000 0.870000 0.400000 0.140000 0.050000    0.0494    0.0196    0.0624    0.0042
1000 1000 0.880000 0.400000 0.140000 0.050000    0.0512    0.0195    0.0634    0.0041
1000 1000 0.890000 0.400000 0.140000 0.050000    0.0507    0.0183    0.0627    0.0040
1000 1000 0.900000 0.400000 0.140000 0.050000    0.0513    0.0184    0.0648    0.0040
1000 1000 0.910000 0.400000 0.140000 0.050000    0.0546    0.0176    0.0670    0.0040
1000 1000 0.920000 0.400000 0.140000 0.050000    0.0509    0.0178    0.0635    0.0042
1000 1000 0.930000 0.400000 0.140000 0.050000    0.0506    0.0178    0.0630    0.0040
1000 1000 0.940000 0.400000 0.140000 0.050000    0.0469    0.0164    0.0578    0.0039
1000 1000 0.950000 0.400000 0.140000 0.050000    0.0431    0.0158    0.0552    0.0037
1000 1000 0.960000 0.400000 0.140000 0.050000    0.0399    0.0159    0.0492    0.0038
1000 1000 0.970000 0.400000 0.140000 0.050000    0.0359    0.0145    0.0421    0.0037
1000 1000 0.980000 0.400000 0.140000 0.050000    0.0288    0.0141    0.0340    0.0038
1000 1000 0.990000 0.400000 0.140000 0.050000    0.0219    0.0115    0.0241    0.0037
1000 1000 1.000000 0.400000 0.140000 0.050000    0.0137         0    0.0085    0.0034
1000 1000 0.200000 0.000000 0.140000 0.050000         0    0.0090    0.0079    0.0105
1000 1000 0.200000 0.010000 0.140000 0.050000    0.0072    0.0089    0.0084    0.0102
1000 1000 0.200000 0.020000 0.140000 0.050000    0.0087    0.0086    0.0084    0.0102
1000 1000 0.200000 0.030000 0.140000 0.050000    0.0092    0.0089    0.0084    0.0100
1000 1000 0.200000 0.040000 0.140000 0.050000    0.0097    0.0089    0.0084    0.0102
1000 1000 0.200000 0.050000 0.140000 0.050000    0.0102    0.0096    0.0088    0.0095
1000 1000 0.200000 0.060000 0.140000 0.050000    0.0110    0.0092    0.0084    0.0093
1000 1000 0.200000 0.070000 0.140000 0.050000    0.0116    0.0090    0.0091    0.0093
1000 1000 0.200000 0.080000 0.140000 0.050000    0.0114    0.0088    0.0090    0.0089
1000 1000 0.200000 0.090000 0.140000 0.050000    0.0121    0.0095    0.0089    0.0089
1000 1000 0.200000 0.100000 0.140000 0.050000    0.0123    0.0095    0.0091    0.0089
1000 1000 0.200000 0.110000 0.140000 0.050000    0.0133    0.0094    0.0091    0.0091
1000 1000 0.200000 0.120000 0.140000 0.050000    0.0138    0.0094    0.0090    0.0087
1000 1000 0.200000 0.130000 0.140000 0.050000    0.0141    0.0093    0.0093    0.0087
1000 1000 0.200000 0.140000 0.140000 0.050000    0.0140    0.0097    0.0095    0.0086
1000 1000 0.200000 0.150000 0.140000 0.050000    0.0146    0.0096    0.0095    0.0083
1000 1000 0.200000 0.160000 0.140000 0.050000    0.0149    0.0094    0.0094    0.0082
1000 1000 0.200000 0.170000 0.140000 0.050000    0.0146    0.0096    0.0094    0.0080
1000 1000 0.200000 0.180000 0.140000 0.050000    0.0156    0.0097    0.0096    0.0080
1000 1000 0.200000 0.190000 0.140000 0.050000    0.0152    0.0098    0.0097    0.0081
1000 1000 0.200000 0.200000 0.140000 0.050000    0.0159    0.0094    0.0097    0.0075
1000 1000 0.200000 0.210000 0.140000 0.050000    0.0157    0.0095    0.0095    0.0076
1000 1000 0.200000 0.220000 0.140000 0.050000    0.0160    0.0099    0.0096    0.0074
1000 1000 0.200000 0.230000 0.140000 0.050000    0.0159    0.0100    0.0097    0.0075
1000 1000 0.200000 0.240000 0.140000 0.050000    0.0167    0.0100    0.0097    0.0075
1000 1000 0.200000 0.250000 0.140000 0.050000    0.0163    0.0102    0.0096    0.0073
1000 1000 0.200000 0.260000 0.140000 0.050000    0.0172    0.0102    0.0102    0.0072
1000 1000 0.200000 0.270000 0.140000 0.050000    0.0173    0.0099    0.0104    0.0071
1000 1000 0.200000 0.280000 0.140000 0.050000    0.0172    0.0099    0.0102    0.0069
1000 1000 0.200000 0.290000 0.140000 0.050000    0.0174    0.0104    0.0101    0.0070
1000 1000 0.200000 0.300000 0.140000 0.050000    0.0168    0.0102    0.0102    0.0066
1000 1000 0.200000 0.310000 0.140000 0.050000    0.0172    0.0105    0.0103    0.0064
1000 1000 0.200000 0.320000 0.140000 0.050000    0.0182    0.0106    0.0102    0.0065
1000 1000 0.200000 0.330000 0.140000 0.050000    0.0184    0.0104    0.0107    0.0069
1000 1000 0.200000 0.340000 0.140000 0.050000    0.0181    0.0109    0.0105    0.0063
1000 1000 0.200000 0.350000 0.140000 0.050000    0.0183    0.0104    0.0107    0.0062
1000 1000 0.200000 0.360000 0.140000 0.050000    0.0177    0.0109    0.0113    0.0064
1000 1000 0.200000 0.370000 0.140000 0.050000    0.0188    0.0108    0.0111    0.0065
1000 1000 0.200000 0.380000 0.140000 0.050000    0.0180    0.0111    0.0110    0.0064
1000 1000 0.200000 0.390000 0.140000 0.050000    0.0188    0.0111    0.0112    0.0061
1000 1000 0.200000 0.400000 0.140000 0.050000    0.0187    0.0113    0.0111    0.0059
1000 1000 0.200000 0.410000 0.140000 0.050000    0.0190    0.0110    0.0114    0.0060
1000 1000 0.200000 0.420000 0.140000 0.050000    0.0186    0.0114    0.0118    0.0060
1000 1000 0.200000 0.430000 0.140000 0.050000    0.0191    0.0115    0.0117    0.0059
1000 1000 0.200000 0.440000 0.140000 0.050000    0.0190    0.0111    0.0121    0.0059
1000 1000 0.200000 0.450000 0.140000 0.050000    0.0188    0.0115    0.0118    0.0056
1000 1000 0.200000 0.460000 0.140000 0.050000    0.0186    0.0117    0.0117    0.0057
1000 1000 0.200000 0.470000 0.140000 0.050000    0.0186    0.0120    0.0120    0.0056
1000 1000 0.200000 0.480000 0.140000 0.050000    0.0196    0.0118    0.0120    0.0056
1000 1000 0.200000 0.490000 0.140000 0.050000    0.0192    0.0124    0.0125    0.0055
1000 1000 0.200000 0.500000 0.140000 0.050000    0.0189    0.0125    0.0123    0.0054
1000 1000 0.200000 0.510000 0.140000 0.050000    0.0187    0.0122    0.0126    0.0054
1000 1000 0.200000 0.520000 0.140000 0.050000    0.0184    0.0124    0.0129    0.0052
1000 1000 0.200000 0.530000 0.140000 0.050000    0.0183    0.0132    0.0130    0.0053
1000 1000 0.200000 0.540000 0.140000 0.050000    0.0186    0.0125    0.0132    0.0053
1000 1000 0.200000 0.550000 0.140000 0.050000    0.0186    0.0131    0.0129    0.0050
1000 1000 0.200000 0.560000 0.140000 0.050000    0.0191    0.0136    0.0133    0.0050
1000 1000 0.200000 0.570000 0.140000 0.050000    0.0192    0.0131    0.0132    0.0048
1000 1000 0.200000 0.580000 0.140000 0.050000    0.0192    0.0138    0.0143    0.0050
1000 1000 0.200000 0.590000 0.140000 0.050000    0.0180    0.0136    0.0131    0.0049
1000 1000 0.200000 0.600000 0.140000 0.050000    0.0189    0.0140    0.0144    0.0048
1000 1000 0.200000 0.610000 0.140000 0.050000    0.0176    0.0141    0.0138    0.0047
1000 1000 0.200000 0.620000 0.140000 0.050000    0.0195    0.0145    0.0143    0.0048
1000 1000 0.200000 0.630000 0.140000 0.050000    0.0180    0.0147    0.0147    0.0050
1000 1000 0.200000 0.640000 0.140000 0.050000    0.0184    0.0155    0.0147    0.0046
1000 1000 0.200000 0.650000 0.140000 0.050000    0.0187    0.0152    0.0152    0.0047
1000 1000 0.200000 0.660000 0.140000 0.050000    0.0180    0.0153    0.0153    0.0046
1000 1000 0.200000 0.670000 0.140000 0.050000    0.0180    0.0156    0.0152    0.0047
1000 1000 0.200000 0.680000 0.140000 0.050000    0.0179    0.0160    0.0160    0.0044
1000 1000 0.200000 0.690000 0.140000 0.050000    0.0175    0.0161    0.0162    0.0045
1000 1000 0.200000 0.700000 0.140000 0.050000    0.0169    0.0168    0.0162    0.0044
1000 1000 0.200000 0.710000 0.140000 0.050000    0.0176    0.0167    0.0173    0.0045
1000 1000 0.200000 0.720000 0.140000 0.050000    0.0177    0.0173    0.0169    0.0043
1000 1000 0.200000 0.730000 0.140000 0.050000    0.0170    0.0174    0.0174    0.0043
1000 1000 0.200000 0.740000 0.140000 0.050000    0.0166    0.0184    0.0178    0.0044
1000 1000 0.200000 0.750000 0.140000 0.050000    0.0166    0.0185    0.0180    0.0042
1000 1000 0.200000 0.760000 0.140000 0.050000    0.0168    0.0187    0.0185    0.0041
1000 1000 0.200000 0.770000 0.140000 0.050000    0.0158    0.0191    0.0190    0.0042
1000 1000 0.200000 0.780000 0.140000 0.050000    0.0162    0.0198    0.0187    0.0041
1000 1000 0.200000 0.790000 0.140000 0.050000    0.0163    0.0196    0.0202    0.0042
1000 1000 0.200000 0.800000 0.140000 0.050000    0.0157    0.0210    0.0207    0.0041
1000 1000 0.200000 0.810000 0.140000 0.050000    0.0159    0.0213    0.0218    0.0040
1000 1000 0.200000 0.820000 0.140000 0.050000    0.0151    0.0220    0.0212    0.0040
1000 1000 0.200000 0.830000 0.140000 0.050000    0.0153    0.0248    0.0228    0.0038
1000 1000 0.200000 0.840000 0.140000 0.050000    0.0146    0.0252    0.0232    0.0041
1000 1000 0.200000 0.850000 0.140000 0.050000    0.0140    0.0250    0.0237    0.0038
1000 1000 0.200000 0.860000 0.140000 0.050000    0.0132    0.0271    0.0257    0.0038
1000 1000 0.200000 0.870000 0.140000 0.050000    0.0133    0.0276    0.0263    0.0038
1000 1000 0.200000 0.880000 0.140000 0.050000    0.0130    0.0298    0.0266    0.0039
1000 1000 0.200000 0.890000 0.140000 0.050000    0.0130    0.0316    0.0281    0.0038
1000 1000 0.200000 0.900000 0.140000 0.050000    0.0120    0.0328    0.0300    0.0038
1000 1000 0.200000 0.910000 0.140000 0.050000    0.0118    0.0345    0.0323    0.0037
1000 1000 0.200000 0.920000 0.140000 0.050000    0.0112    0.0375    0.0337    0.0037
1000 1000 0.200000 0.930000 0.140000 0.050000    0.0110    0.0388    0.0347    0.0036
1000 1000 0.200000 0.940000 0.140000 0.050000    0.0105    0.0469    0.0413    0.0035
1000 1000 0.200000 0.950000 0.140000 0.050000    0.0098    0.0518    0.0447    0.0034
1000 1000 0.200000 0.960000 0.140000 0.050000    0.0091    0.0588    0.0530    0.0035
1000 1000 0.200000 0.970000 0.140000 0.050000    0.0080    0.0687    0.0609    0.0034
1000 1000 0.200000 0.980000 0.140000 0.050000    0.0075    0.0924    0.0852    0.0034
1000 1000 0.200000 0.990000 0.140000 0.050000    0.0069    0.1486    0.1300    0.0033
1000 1000 0.200000 1.000000 0.140000 0.050000   1.0e-06 *1000 1000 0.200000 0.400000 0.010000 0.050000    0.0164    0.0100    0.0034    0.0048
1000 1000 0.200000 0.400000 0.020000 0.050000    0.0169    0.0099    0.0045    0.0050
1000 1000 0.200000 0.400000 0.030000 0.050000    0.0166    0.0102    0.0054    0.0049
1000 1000 0.200000 0.400000 0.040000 0.050000    0.0165    0.0104    0.0062    0.0053
1000 1000 0.200000 0.400000 0.050000 0.050000    0.0165    0.0108    0.0068    0.0055
1000 1000 0.200000 0.400000 0.060000 0.050000    0.0178    0.0106    0.0075    0.0052
1000 1000 0.200000 0.400000 0.070000 0.050000    0.0173    0.0105    0.0080    0.0054
1000 1000 0.200000 0.400000 0.080000 0.050000    0.0171    0.0107    0.0086    0.0055
1000 1000 0.200000 0.400000 0.090000 0.050000    0.0176    0.0106    0.0090    0.0055
1000 1000 0.200000 0.400000 0.100000 0.050000    0.0183    0.0106    0.0093    0.0055
1000 1000 0.200000 0.400000 0.110000 0.050000    0.0172    0.0108    0.0099    0.0058
1000 1000 0.200000 0.400000 0.120000 0.050000    0.0180    0.0110    0.0099    0.0060
1000 1000 0.200000 0.400000 0.130000 0.050000    0.0176    0.0111    0.0109    0.0058
1000 1000 0.200000 0.400000 0.140000 0.050000    0.0188    0.0114    0.0114    0.0059
1000 1000 0.200000 0.400000 0.150000 0.050000    0.0188    0.0114    0.0118    0.0062
1000 1000 0.200000 0.400000 0.160000 0.050000    0.0195    0.0116    0.0124    0.0060
1000 1000 0.200000 0.400000 0.170000 0.050000    0.0187    0.0112    0.0125    0.0062
1000 1000 0.200000 0.400000 0.180000 0.050000    0.0190    0.0119    0.0129    0.0064
1000 1000 0.200000 0.400000 0.190000 0.050000    0.0201    0.0118    0.0129    0.0065
1000 1000 0.200000 0.400000 0.200000 0.050000    0.0203    0.0123    0.0134    0.0065
1000 1000 0.200000 0.400000 0.210000 0.050000    0.0205    0.0123    0.0140    0.0066
1000 1000 0.200000 0.400000 0.220000 0.050000    0.0209    0.0122    0.0147    0.0068
1000 1000 0.200000 0.400000 0.230000 0.050000    0.0210    0.0124    0.0148    0.0065
1000 1000 0.200000 0.400000 0.240000 0.050000    0.0211    0.0122    0.0157    0.0070
1000 1000 0.200000 0.400000 0.250000 0.050000    0.0220    0.0131    0.0158    0.0067
1000 1000 0.200000 0.400000 0.260000 0.050000    0.0221    0.0133    0.0155    0.0072
1000 1000 0.200000 0.400000 0.270000 0.050000    0.0222    0.0131    0.0161    0.0072
1000 1000 0.200000 0.400000 0.280000 0.050000    0.0227    0.0129    0.0164    0.0072
1000 1000 0.200000 0.400000 0.290000 0.050000    0.0234    0.0129    0.0170    0.0076
1000 1000 0.200000 0.400000 0.300000 0.050000    0.0236    0.0127    0.0177    0.0075
1000 1000 0.200000 0.400000 0.310000 0.050000    0.0242    0.0136    0.0171    0.0074
1000 1000 0.200000 0.400000 0.320000 0.050000    0.0252    0.0140    0.0185    0.0078
1000 1000 0.200000 0.400000 0.330000 0.050000    0.0244    0.0144    0.0183    0.0079
1000 1000 0.200000 0.400000 0.340000 0.050000    0.0252    0.0146    0.0182    0.0076
1000 1000 0.200000 0.400000 0.350000 0.050000    0.0265    0.0146    0.0183    0.0080
1000 1000 0.200000 0.400000 0.360000 0.050000    0.0259    0.0150    0.0187    0.0083
1000 1000 0.200000 0.400000 0.370000 0.050000    0.0287    0.0151    0.0205    0.0085
1000 1000 0.200000 0.400000 0.380000 0.050000    0.0285    0.0155    0.0195    0.0085
1000 1000 0.200000 0.400000 0.390000 0.050000    0.0285    0.0153    0.0204    0.0086
1000 1000 0.200000 0.400000 0.400000 0.050000    0.0305    0.0157    0.0214    0.0091
1000 1000 0.200000 0.400000 0.410000 0.050000    0.0305    0.0161    0.0210    0.0088
1000 1000 0.200000 0.400000 0.420000 0.050000    0.0314    0.0166    0.0219    0.0092
1000 1000 0.200000 0.400000 0.430000 0.050000    0.0330    0.0177    0.0230    0.0096
1000 1000 0.200000 0.400000 0.440000 0.050000    0.0336    0.0170    0.0233    0.0098
1000 1000 0.200000 0.400000 0.450000 0.050000    0.0346    0.0187    0.0234    0.0101
1000 1000 0.200000 0.400000 0.460000 0.050000    0.0353    0.0178    0.0229    0.0100
1000 1000 0.200000 0.400000 0.470000 0.050000    0.0373    0.0189    0.0243    0.0105
1000 1000 0.200000 0.400000 0.480000 0.050000    0.0389    0.0190    0.0245    0.0104
1000 1000 0.200000 0.400000 0.490000 0.050000    0.0391    0.0198    0.0251    0.0107
1000 1000 0.200000 0.400000 0.500000 0.050000    0.0430    0.0195    0.0254    0.0115
1000 1000 0.200000 0.400000 0.510000 0.050000    0.0425    0.0198    0.0257    0.0118
1000 1000 0.200000 0.400000 0.520000 0.050000    0.0444    0.0207    0.0269    0.0114
1000 1000 0.200000 0.400000 0.530000 0.050000    0.0470    0.0218    0.0266    0.0119
1000 1000 0.200000 0.400000 0.540000 0.050000    0.0479    0.0225    0.0269    0.0119
1000 1000 0.200000 0.400000 0.550000 0.050000    0.0493    0.0224    0.0273    0.0124
1000 1000 0.200000 0.400000 0.560000 0.050000    0.0520    0.0239    0.0291    0.0124
1000 1000 0.200000 0.400000 0.570000 0.050000    0.0545    0.0255    0.0293    0.0128
1000 1000 0.200000 0.400000 0.580000 0.050000    0.0569    0.0266    0.0305    0.0132
1000 1000 0.200000 0.400000 0.590000 0.050000    0.0577    0.0264    0.0288    0.0133
1000 1000 0.200000 0.400000 0.600000 0.050000    0.0589    0.0264    0.0289    0.0133
1000 1000 0.200000 0.400000 0.610000 0.050000    0.0624    0.0284    0.0301    0.0138
1000 1000 0.200000 0.400000 0.620000 0.050000    0.0631    0.0284    0.0302    0.0136
1000 1000 0.200000 0.400000 0.630000 0.050000    0.0637    0.0291    0.0292    0.0135
1000 1000 0.200000 0.400000 0.640000 0.050000    0.0678    0.0304    0.0302    0.0137
1000 1000 0.200000 0.400000 0.650000 0.050000    0.0685    0.0314    0.0302    0.0133
1000 1000 0.200000 0.400000 0.660000 0.050000    0.0721    0.0330    0.0305    0.0146
1000 1000 0.200000 0.400000 0.670000 0.050000    0.0729    0.0348    0.0308    0.0136
1000 1000 0.200000 0.400000 0.680000 0.050000    0.0720    0.0343    0.0285    0.0133
1000 1000 0.200000 0.400000 0.690000 0.050000    0.0730    0.0350    0.0286    0.0132
1000 1000 0.200000 0.400000 0.700000 0.050000    0.0722    0.0353    0.0267    0.0124
1000 1000 0.200000 0.400000 0.710000 0.050000    0.0760    0.0370    0.0273    0.0126
1000 1000 0.200000 0.400000 0.720000 0.050000    0.0749    0.0393    0.0278    0.0125
1000 1000 0.200000 0.400000 0.730000 0.050000    0.0721    0.0377    0.0240    0.0121
1000 1000 0.200000 0.400000 0.740000 0.050000    0.0728    0.0399    0.0243    0.0115
1000 1000 0.200000 0.400000 0.750000 0.050000    0.0724    0.0410    0.0224    0.0112
1000 1000 0.200000 0.400000 0.760000 0.050000    0.0712    0.0406    0.0222    0.0111
1000 1000 0.200000 0.400000 0.770000 0.050000    0.0712    0.0440    0.0217    0.0106
1000 1000 0.200000 0.400000 0.780000 0.050000    0.0672    0.0463    0.0191    0.0101
1000 1000 0.200000 0.400000 0.790000 0.050000    0.0672    0.0447    0.0187    0.0099
1000 1000 0.200000 0.400000 0.800000 0.050000    0.0663    0.0482    0.0182    0.0096
1000 1000 0.200000 0.400000 0.810000 0.050000    0.0614    0.0493    0.0168    0.0098
1000 1000 0.200000 0.400000 0.820000 0.050000    0.0620    0.0491    0.0162    0.0099
1000 1000 0.200000 0.400000 0.830000 0.050000    0.0574    0.0486    0.0162    0.0094
1000 1000 0.200000 0.400000 0.840000 0.050000    0.0582    0.0518    0.0155    0.0092
1000 1000 0.200000 0.400000 0.850000 0.050000    0.0556    0.0491    0.0154    0.0096
1000 1000 0.200000 0.400000 0.860000 0.050000    0.0524    0.0499    0.0149    0.0093
1000 1000 0.200000 0.400000 0.870000 0.050000    0.0478    0.0478    0.0151    0.0094
1000 1000 0.200000 0.400000 0.880000 0.050000    0.0437    0.0437    0.0155    0.0104
1000 1000 0.200000 0.400000 0.890000 0.050000    0.0392    0.0414    0.0157    0.0107
1000 1000 0.200000 0.400000 0.900000 0.050000    0.0348    0.0378    0.0160    0.0106
1000 1000 0.200000 0.400000 0.910000 0.050000    0.0295    0.0319    0.0160    0.0107
1000 1000 0.200000 0.400000 0.920000 0.050000    0.0249    0.0278    0.0166    0.0113
1000 1000 0.200000 0.400000 0.930000 0.050000    0.0195    0.0212    0.0161    0.0111
1000 1000 0.200000 0.400000 0.940000 0.050000    0.0146    0.0155    0.0154    0.0104
1000 1000 0.200000 0.400000 0.950000 0.050000    0.0139    0.0157    0.0153    0.0105
1000 1000 0.200000 0.400000 0.960000 0.050000    0.0159    0.0177    0.0143    0.0103
1000 1000 0.200000 0.400000 0.970000 0.050000    0.0195    0.0220    0.0129    0.0093
1000 1000 0.200000 0.400000 0.980000 0.050000    0.0299    0.0317    0.0116    0.0088
1000 1000 0.200000 0.400000 0.990000 0.050000    0.0401    0.0392    0.0087    0.0086
1000 1000 0.200000 0.400000 1.000000 0.050000    0.0893    0.0520         0    0.0078
1000 1000 0.200000 0.400000 0.140000 0.000000    0.0163    0.0104    0.0093         0
1000 1000 0.200000 0.400000 0.140000 0.010000    0.0162    0.0106    0.0101    0.0028
