1000 1000 0.200000 0.400000 0.140000 0.020000    0.0174    0.0105    0.0105    0.0040
1000 1000 0.200000 0.400000 0.140000 0.030000    0.0182    0.0110    0.0109    0.0047
1000 1000 0.200000 0.400000 0.140000 0.040000    0.0179    0.0110    0.0110    0.0055
1000 1000 0.200000 0.400000 0.140000 0.050000    0.0187    0.0110    0.0112    0.0059
1000 1000 0.200000 0.400000 0.140000 0.060000    0.0183    0.0113    0.0114    0.0066
1000 1000 0.200000 0.400000 0.140000 0.070000    0.0188    0.0114    0.0115    0.0072
1000 1000 0.200000 0.400000 0.140000 0.080000    0.0193    0.0116    0.0121    0.0074
1000 1000 0.200000 0.400000 0.140000 0.090000    0.0208    0.0120    0.0119    0.0080
1000 1000 0.200000 0.400000 0.140000 0.100000    0.0211    0.0125    0.0124    0.0083
1000 1000 0.200000 0.400000 0.140000 0.110000    0.0204    0.0125    0.0127    0.0088
1000 1000 0.200000 0.400000 0.140000 0.120000    0.0217    0.0126    0.0128    0.0093
1000 1000 0.200000 0.400000 0.140000 0.130000    0.0225    0.0132    0.0131    0.0097
1000 1000 0.200000 0.400000 0.140000 0.140000    0.0224    0.0133    0.0132    0.0103
1000 1000 0.200000 0.400000 0.140000 0.150000    0.0232    0.0134    0.0138    0.0107
1000 1000 0.200000 0.400000 0.140000 0.160000    0.0231    0.0135    0.0131    0.0107
1000 1000 0.200000 0.400000 0.140000 0.170000    0.0241    0.0140    0.0147    0.0112
1000 1000 0.200000 0.400000 0.140000 0.180000    0.0254    0.0139    0.0143    0.0117
1000 1000 0.200000 0.400000 0.140000 0.190000    0.0250    0.0145    0.0145    0.0123
1000 1000 0.200000 0.400000 0.140000 0.200000    0.0267    0.0144    0.0152    0.0125
1000 1000 0.200000 0.400000 0.140000 0.210000    0.0262    0.0148    0.0159    0.0123
1000 1000 0.200000 0.400000 0.140000 0.220000    0.0288    0.0150    0.0159    0.0131
1000 1000 0.200000 0.400000 0.140000 0.230000    0.0279    0.0161    0.0164    0.0135
1000 1000 0.200000 0.400000 0.140000 0.240000    0.0294    0.0156    0.0171    0.0143
1000 1000 0.200000 0.400000 0.140000 0.250000    0.0302    0.0158    0.0169    0.0140
1000 1000 0.200000 0.400000 0.140000 0.260000    0.0316    0.0163    0.0173    0.0146
1000 1000 0.200000 0.400000 0.140000 0.270000    0.0316    0.0168    0.0175    0.0149
1000 1000 0.200000 0.400000 0.140000 0.280000    0.0336    0.0174    0.0185    0.0161
1000 1000 0.200000 0.400000 0.140000 0.290000    0.0334    0.0188    0.0192    0.0158
1000 1000 0.200000 0.400000 0.140000 0.300000    0.0350    0.0184    0.0193    0.0163
1000 1000 0.200000 0.400000 0.140000 0.310000    0.0375    0.0190    0.0201    0.0175
1000 1000 0.200000 0.400000 0.140000 0.320000    0.0368    0.0194    0.0200    0.0165
1000 1000 0.200000 0.400000 0.140000 0.330000    0.0382    0.0198    0.0200    0.0176
1000 1000 0.200000 0.400000 0.140000 0.340000    0.0412    0.0198    0.0203    0.0179
1000 1000 0.200000 0.400000 0.140000 0.350000    0.0424    0.0213    0.0221    0.0187
1000 1000 0.200000 0.400000 0.140000 0.360000    0.0420    0.0212    0.0220    0.0187
1000 1000 0.200000 0.400000 0.140000 0.370000    0.0450    0.0239    0.0223    0.0192
1000 1000 0.200000 0.400000 0.140000 0.380000    0.0449    0.0230    0.0229    0.0194
1000 1000 0.200000 0.400000 0.140000 0.390000    0.0493    0.0238    0.0249    0.0209
1000 1000 0.200000 0.400000 0.140000 0.400000    0.0489    0.0243    0.0234    0.0210
1000 1000 0.200000 0.400000 0.140000 0.410000    0.0523    0.0256    0.0248    0.0201
1000 1000 0.200000 0.400000 0.140000 0.420000    0.0534    0.0267    0.0251    0.0212
1000 1000 0.200000 0.400000 0.140000 0.430000    0.0562    0.0263    0.0256    0.0218
1000 1000 0.200000 0.400000 0.140000 0.440000    0.0582    0.0278    0.0271    0.0227
1000 1000 0.200000 0.400000 0.140000 0.450000    0.0601    0.0297    0.0268    0.0225
1000 1000 0.200000 0.400000 0.140000 0.460000    0.0628    0.0300    0.0276    0.0229
1000 1000 0.200000 0.400000 0.140000 0.470000    0.0645    0.0308    0.0274    0.0236
1000 1000 0.200000 0.400000 0.140000 0.480000    0.0676    0.0319    0.0285    0.0230
1000 1000 0.200000 0.400000 0.140000 0.490000    0.0680    0.0330    0.0279    0.0226
1000 1000 0.200000 0.400000 0.140000 0.500000    0.0696    0.0332    0.0275    0.0232
1000 1000 0.200000 0.400000 0.140000 0.510000    0.0711    0.0343    0.0285    0.0231
1000 1000 0.200000 0.400000 0.140000 0.520000    0.0717    0.0342    0.0274    0.0226
1000 1000 0.200000 0.400000 0.140000 0.530000    0.0722    0.0361    0.0274    0.0227
1000 1000 0.200000 0.400000 0.140000 0.540000    0.0716    0.0366    0.0261    0.0222
1000 1000 0.200000 0.400000 0.140000 0.550000    0.0747    0.0374    0.0270    0.0223
1000 1000 0.200000 0.400000 0.140000 0.560000    0.0733    0.0383    0.0260    0.0219
1000 1000 0.200000 0.400000 0.140000 0.570000    0.0774    0.0397    0.0270    0.0217
1000 1000 0.200000 0.400000 0.140000 0.580000    0.0736    0.0387    0.0252    0.0206
1000 1000 0.200000 0.400000 0.140000 0.590000    0.0733    0.0403    0.0245    0.0199
1000 1000 0.200000 0.400000 0.140000 0.600000    0.0720    0.0420    0.0238    0.0206
1000 1000 0.200000 0.400000 0.140000 0.610000    0.0702    0.0433    0.0223    0.0194
1000 1000 0.200000 0.400000 0.140000 0.620000    0.0674    0.0460    0.0211    0.0184
1000 1000 0.200000 0.400000 0.140000 0.630000    0.0688    0.0460    0.0224    0.0178
1000 1000 0.200000 0.400000 0.140000 0.640000    0.0644    0.0440    0.0204    0.0179
1000 1000 0.200000 0.400000 0.140000 0.650000    0.0662    0.0472    0.0200    0.0169
1000 1000 0.200000 0.400000 0.140000 0.660000    0.0644    0.0486    0.0194    0.0169
1000 1000 0.200000 0.400000 0.140000 0.670000    0.0622    0.0493    0.0190    0.0162
1000 1000 0.200000 0.400000 0.140000 0.680000    0.0613    0.0502    0.0192    0.0162
1000 1000 0.200000 0.400000 0.140000 0.690000    0.0578    0.0484    0.0185    0.0158
1000 1000 0.200000 0.400000 0.140000 0.700000    0.0575    0.0517    0.0194    0.0155
1000 1000 0.200000 0.400000 0.140000 0.710000    0.0564    0.0521    0.0198    0.0156
1000 1000 0.200000 0.400000 0.140000 0.720000    0.0532    0.0480    0.0196    0.0153
1000 1000 0.200000 0.400000 0.140000 0.730000    0.0510    0.0500    0.0198    0.0159
1000 1000 0.200000 0.400000 0.140000 0.740000    0.0475    0.0472    0.0196    0.0158
1000 1000 0.200000 0.400000 0.140000 0.750000    0.0463    0.0479    0.0203    0.0160
1000 1000 0.200000 0.400000 0.140000 0.760000    0.0428    0.0444    0.0216    0.0163
1000 1000 0.200000 0.400000 0.140000 0.770000    0.0430    0.0444    0.0216    0.0166
1000 1000 0.200000 0.400000 0.140000 0.780000    0.0372    0.0398    0.0227    0.0174
1000 1000 0.200000 0.400000 0.140000 0.790000    0.0337    0.0370    0.0232    0.0169
1000 1000 0.200000 0.400000 0.140000 0.800000    0.0310    0.0325    0.0247    0.0179
1000 1000 0.200000 0.400000 0.140000 0.810000    0.0262    0.0286    0.0241    0.0177
1000 1000 0.200000 0.400000 0.140000 0.820000    0.0231    0.0248    0.0253    0.0183
1000 1000 0.200000 0.400000 0.140000 0.830000    0.0191    0.0216    0.0240    0.0168
1000 1000 0.200000 0.400000 0.140000 0.840000    0.0165    0.0184    0.0252    0.0175
1000 1000 0.200000 0.400000 0.140000 0.850000    0.0148    0.0170    0.0236    0.0170
1000 1000 0.200000 0.400000 0.140000 0.860000    0.0151    0.0169    0.0247    0.0171
1000 1000 0.200000 0.400000 0.140000 0.870000    0.0144    0.0162    0.0237    0.0169
1000 1000 0.200000 0.400000 0.140000 0.880000    0.0155    0.0168    0.0224    0.0152
1000 1000 0.200000 0.400000 0.140000 0.890000    0.0205    0.0225    0.0220    0.0153
1000 1000 0.200000 0.400000 0.140000 0.900000    0.0245    0.0266    0.0221    0.0150
1000 1000 0.200000 0.400000 0.140000 0.910000    0.0299    0.0316    0.0206    0.0140
1000 1000 0.200000 0.400000 0.140000 0.920000    0.0358    0.0385    0.0191    0.0126
1000 1000 0.200000 0.400000 0.140000 0.930000    0.0411    0.0441    0.0181    0.0118
1000 1000 0.200000 0.400000 0.140000 0.940000    0.0467    0.0461    0.0165    0.0106
1000 1000 0.200000 0.400000 0.140000 0.950000    0.0503    0.0502    0.0145    0.0097
1000 1000 0.200000 0.400000 0.140000 0.960000    0.0544    0.0495    0.0152    0.0088
1000 1000 0.200000 0.400000 0.140000 0.970000    0.0609    0.0504    0.0140    0.0078
1000 1000 0.200000 0.400000 0.140000 0.980000    0.0595    0.0450    0.0143    0.0069
1000 1000 0.200000 0.400000 0.140000 0.990000    0.0628    0.0418    0.0153    0.0057
1000 1000 0.200000 0.400000 0.140000 1.000000    0.0695    0.0323    0.0174         0
